Tool: MTI, Annotation: IL -6, Prediction: IL-6, levenshtein distance: 1, normalized lev: 0.25
Tool: MTI, Annotation: nuclear factor-κB, Prediction: nuclear factor-kappaB, levenshtein distance: 5, normalized lev: 0.23809523809523808
Tool: MTI, Annotation: Apelin recepto, Prediction: Apelin receptor, levenshtein distance: 1, normalized lev: 0.06666666666666667
Tool: MTI, Annotation: Hydroxypropyl-β-cyclodextrin, Prediction: Hydroxypropyl-beta-cyclodextrin, levenshtein distance: 4, normalized lev: 0.12903225806451613
Tool: MTI, Annotation: fucos, Prediction: fucose, levenshtein distance: 1, normalized lev: 0.16666666666666666
Tool: MTI, Annotation: Carboxymethyl cellulose thiol, Prediction: Carboxymethyl cellulose, levenshtein distance: 6, normalized lev: 0.2608695652173913
Tool: MTI, Annotation: Carboxymethyl cellulose thiol, Prediction: carboxymethyl cellulose, levenshtein distance: 7, normalized lev: 0.30434782608695654
Tool: MTI, Annotation: 2-lysophosphatidic acid acyltransferase, Prediction: lysophosphatidic acid acyltransferase, levenshtein distance: 2, normalized lev: 0.05405405405405406
Tool: MTI, Annotation: LPAAT2, Prediction: LPAAT, levenshtein distance: 1, normalized lev: 0.2
Tool: MTI, Annotation: α-linolenic acid, Prediction: alpha-linolenic acid, levenshtein distance: 5, normalized lev: 0.25
Tool: MTI, Annotation: ascorbate peroxidase 1, Prediction: ascorbate peroxidase, levenshtein distance: 2, normalized lev: 0.1
Tool: MTI, Annotation: flucarbazone-Na, Prediction: flucarbazone, levenshtein distance: 3, normalized lev: 0.25
Tool: MTI, Annotation: ofloxacin, Prediction: levofloxacin, levenshtein distance: 3, normalized lev: 0.25
Tool: MTI, Annotation: beryllium, Prediction: Beryllium, levenshtein distance: 1, normalized lev: 0.1111111111111111
Tool: MML + CTB, Annotation: IL -6, Prediction: IL-6, levenshtein distance: 1, normalized lev: 0.25
Tool: MML + CTB, Annotation: 11C-dihydrotetrabenazine, Prediction: dihydrotetrabenazine, levenshtein distance: 4, normalized lev: 0.2
Tool: MML + CTB, Annotation: apolipoprotein A-I, Prediction: apolipoprotein, levenshtein distance: 4, normalized lev: 0.2857142857142857
Tool: MML + CTB, Annotation: E-cadherin, Prediction: cadherin, levenshtein distance: 2, normalized lev: 0.25
Tool: MML + CTB, Annotation: poly(3,4-ethylenedioxythiophene), Prediction: 3,4-ethylenedioxythiophene, levenshtein distance: 6, normalized lev: 0.23076923076923078
Tool: MML + CTB, Annotation: SLC50A1, Prediction: SLC5A1, levenshtein distance: 1, normalized lev: 0.16666666666666666
Tool: MML + CTB, Annotation: poly(glycidyl methacrylate), Prediction: glycidyl methacrylate, levenshtein distance: 6, normalized lev: 0.2857142857142857
Tool: MML + CTB, Annotation: Aspartic Acids, Prediction: aspartic acid, levenshtein distance: 3, normalized lev: 0.23076923076923078
Tool: MML + CTB, Annotation: d-Asp, Prediction: l-Asp, levenshtein distance: 1, normalized lev: 0.2
Tool: MML + CTB, Annotation: insulin-like growth factor-1, Prediction: insulin-like growth factor, levenshtein distance: 2, normalized lev: 0.07692307692307693
Tool: MML + CTB, Annotation: angiotensin IV, Prediction: Angiotensin II, levenshtein distance: 2, normalized lev: 0.14285714285714285
Tool: MML + CTB, Annotation: angiotensin IV, Prediction: angiotensin III, levenshtein distance: 2, normalized lev: 0.13333333333333333
Tool: MML + CTB, Annotation: angiotensin IV, Prediction: angiotensinogen, levenshtein distance: 4, normalized lev: 0.26666666666666666
Tool: MML + CTB, Annotation: angiotensin IV, Prediction: angiotensin, levenshtein distance: 3, normalized lev: 0.2727272727272727
Tool: MML + CTB, Annotation: angiotensin IV, Prediction: angiotensin II, levenshtein distance: 1, normalized lev: 0.07142857142857142
Tool: MML + CTB, Annotation: angiotensin IV, Prediction: angiotensin A, levenshtein distance: 2, normalized lev: 0.15384615384615385
Tool: MML + CTB, Annotation: toll-like receptors 2, Prediction: toll-like receptors, levenshtein distance: 2, normalized lev: 0.10526315789473684
Tool: MML + CTB, Annotation: extracellular signal-regulated kinase 2, Prediction: extracellular signal-regulated kinase 1, levenshtein distance: 1, normalized lev: 0.02564102564102564
Tool: MML + CTB, Annotation: cholesterol, Prediction: HDL cholesterol, levenshtein distance: 4, normalized lev: 0.26666666666666666
Tool: MML + CTB, Annotation: glucagon-like peptide-1, Prediction: glucagon-like peptide-1 receptor, levenshtein distance: 9, normalized lev: 0.28125
Tool: MML + CTB, Annotation: serum follicle-stimulating hormone, Prediction: follicle-stimulating hormone, levenshtein distance: 6, normalized lev: 0.21428571428571427
Tool: MML + CTB, Annotation: d-β-hydroxybutyrate, Prediction: hydroxybutyrate, levenshtein distance: 4, normalized lev: 0.26666666666666666
Tool: MML + CTB, Annotation: transforming growth factor β type II, Prediction: transforming growth factor β, levenshtein distance: 8, normalized lev: 0.2857142857142857
Tool: MML + CTB, Annotation: (Z)-3-hexenyl-β-D-glucopyranoside, Prediction: 3-hexenyl-β-D-glucopyranoside, levenshtein distance: 4, normalized lev: 0.13793103448275862
Tool: MML + CTB, Annotation: anti-intercellular adhesion molecule 1, Prediction: intercellular adhesion molecule 1, levenshtein distance: 5, normalized lev: 0.15151515151515152
Tool: MML + CTB, Annotation: P-glycoprotein, Prediction: glycoprotein, levenshtein distance: 2, normalized lev: 0.16666666666666666
Tool: MML + CTB, Annotation: IL-1α, Prediction: IL-1β, levenshtein distance: 1, normalized lev: 0.2
Tool: MML + CTB, Annotation: angiotensin-I, Prediction: angiotensin, levenshtein distance: 2, normalized lev: 0.18181818181818182
Tool: MML + CTB, Annotation: PGE22, Prediction: PGE2, levenshtein distance: 1, normalized lev: 0.25
Tool: MML + CTB, Annotation: NADH, Prediction: NADP, levenshtein distance: 1, normalized lev: 0.25
Tool: MML + CTB, Annotation: lutamate, Prediction: glutamate, levenshtein distance: 1, normalized lev: 0.1111111111111111
Tool: MML + CTB, Annotation: NADH, Prediction: NADPH, levenshtein distance: 1, normalized lev: 0.2
Tool: MML + CTB, Annotation: α- amylase, Prediction: β-amylase, levenshtein distance: 2, normalized lev: 0.2222222222222222
Tool: MML + CTB, Annotation: hepatocyte nuclear factor 1B, Prediction: hepatocyte nuclear factor, levenshtein distance: 3, normalized lev: 0.12
Tool: MML + CTB, Annotation: tumour necrosis factor-α, Prediction: tumour necrosis factor, levenshtein distance: 2, normalized lev: 0.09090909090909091
Tool: MML + CTB, Annotation: fucos, Prediction: fucose, levenshtein distance: 1, normalized lev: 0.16666666666666666
Tool: MML + CTB, Annotation: thyroid-stimulating hormone-β, Prediction: thyroid-stimulating hormone, levenshtein distance: 2, normalized lev: 0.07407407407407407
Tool: MML + CTB, Annotation: l-leucine aminopeptidase, Prediction: leucine aminopeptidase, levenshtein distance: 2, normalized lev: 0.09090909090909091
Tool: MML + CTB, Annotation: DAP, Prediction: DAPI, levenshtein distance: 1, normalized lev: 0.25
Tool: MML + CTB, Annotation: 2-lysophosphatidic acid acyltransferase, Prediction: lysophosphatidic acid acyltransferase, levenshtein distance: 2, normalized lev: 0.05405405405405406
Tool: MML + CTB, Annotation: linoleic acids, Prediction: α-linolenic acid, levenshtein distance: 4, normalized lev: 0.25
Tool: MML + CTB, Annotation: LPAAT2, Prediction: LPAAT, levenshtein distance: 1, normalized lev: 0.2
Tool: MML + CTB, Annotation: linoleic acids, Prediction: linolenic acids, levenshtein distance: 1, normalized lev: 0.06666666666666667
Tool: MML + CTB, Annotation: glutathione peroxidase 8, Prediction: glutathione peroxidase, levenshtein distance: 2, normalized lev: 0.09090909090909091
Tool: MML + CTB, Annotation: ascorbate peroxidase 1, Prediction: ascorbate peroxidase, levenshtein distance: 2, normalized lev: 0.1
Tool: MML + CTB, Annotation: flucarbazone-Na, Prediction: flucarbazone, levenshtein distance: 3, normalized lev: 0.25
Tool: PubTator Central, Annotation: interleukin -6, Prediction: interleukin (IL)-6, levenshtein distance: 4, normalized lev: 0.2222222222222222
Tool: PubTator Central, Annotation: TNF-α, Prediction: TNF-a, levenshtein distance: 1, normalized lev: 0.2
Tool: PubTator Central, Annotation: IL -6, Prediction: IL-6, levenshtein distance: 1, normalized lev: 0.25
Tool: PubTator Central, Annotation: 11C-(+)-α-dihydrotetrabenazine, Prediction: 11C-Dihydrotetrabenazine, levenshtein distance: 7, normalized lev: 0.2916666666666667
Tool: PubTator Central, Annotation: 18F-DOPA, Prediction: 8 F-DOPA, levenshtein distance: 2, normalized lev: 0.25
Tool: PubTator Central, Annotation: 11C-(+)-α-dihydrotetrabenazine, Prediction: C-(+)-α--dihidrotetrabenazine, levenshtein distance: 4, normalized lev: 0.13793103448275862
Tool: PubTator Central, Annotation: GLI2∆C, Prediction: GLI2DC, levenshtein distance: 1, normalized lev: 0.16666666666666666
Tool: PubTator Central, Annotation: miR-240, Prediction: miR-214, levenshtein distance: 2, normalized lev: 0.2857142857142857
Tool: PubTator Central, Annotation: miR-240, Prediction: miR-204, levenshtein distance: 2, normalized lev: 0.2857142857142857
Tool: PubTator Central, Annotation: 10-Hydroxycamptothecin, Prediction: Hydroxycamptothecin, levenshtein distance: 3, normalized lev: 0.15789473684210525
Tool: PubTator Central, Annotation: 10-Hydroxycamptothecin, Prediction: hydroxycamptothecin, levenshtein distance: 4, normalized lev: 0.21052631578947367
Tool: PubTator Central, Annotation: lysine, Prediction: Lysines, levenshtein distance: 2, normalized lev: 0.2857142857142857
Tool: PubTator Central, Annotation: tumor necrosis factor-alpha, Prediction: tumor necrosis factor, levenshtein distance: 6, normalized lev: 0.2857142857142857
Tool: PubTator Central, Annotation: angiotensin IV, Prediction: Angiotensin II, levenshtein distance: 2, normalized lev: 0.14285714285714285
Tool: PubTator Central, Annotation: angiotensin IV, Prediction: angiotensin III, levenshtein distance: 2, normalized lev: 0.13333333333333333
Tool: PubTator Central, Annotation: angiotensin IV, Prediction: angiotensinogen, levenshtein distance: 4, normalized lev: 0.26666666666666666
Tool: PubTator Central, Annotation: angiotensin IV, Prediction: angiotensin, levenshtein distance: 3, normalized lev: 0.2727272727272727
Tool: PubTator Central, Annotation: angiotensin IV, Prediction: angiotensin II, levenshtein distance: 1, normalized lev: 0.07142857142857142
Tool: PubTator Central, Annotation: angiotensin IV, Prediction: angiotensin A, levenshtein distance: 2, normalized lev: 0.15384615384615385
Tool: PubTator Central, Annotation: interleukin- 6, Prediction: interleukin-6, levenshtein distance: 1, normalized lev: 0.07692307692307693
Tool: PubTator Central, Annotation: extracellular signal-regulated kinase 2, Prediction: extracellular signal-regulated kinase 1/2, levenshtein distance: 2, normalized lev: 0.04878048780487805
Tool: PubTator Central, Annotation: toll-like receptors 2, Prediction: toll-like receptors 2 and 4, levenshtein distance: 6, normalized lev: 0.2222222222222222
Tool: PubTator Central, Annotation: glucagon-like peptide-1, Prediction: glucagon-like peptide-1 receptor, levenshtein distance: 9, normalized lev: 0.28125
Tool: PubTator Central, Annotation: d-β-hydroxybutyrate, Prediction: d-beta-hydroxybutyrate, levenshtein distance: 4, normalized lev: 0.18181818181818182
Tool: PubTator Central, Annotation: hydroxypropyl-β-cyclodextrin, Prediction: hydroxypropyl-beta-cyclodextrin, levenshtein distance: 4, normalized lev: 0.12903225806451613
Tool: PubTator Central, Annotation: polyethylene glycol 400, Prediction: polyethylene glycol, levenshtein distance: 4, normalized lev: 0.21052631578947367
Tool: PubTator Central, Annotation: interleukin-1β, Prediction: interleukin-1beta, levenshtein distance: 4, normalized lev: 0.23529411764705882
Tool: PubTator Central, Annotation: nanos2, Prediction: nanos3, levenshtein distance: 1, normalized lev: 0.16666666666666666
Tool: PubTator Central, Annotation: hsa-mir-30d, Prediction: hsa-mir-145, levenshtein distance: 3, normalized lev: 0.2727272727272727
Tool: PubTator Central, Annotation: hsa-mir-30d, Prediction: hsa-mir-15a, levenshtein distance: 3, normalized lev: 0.2727272727272727
Tool: PubTator Central, Annotation: hsa-mir-30d, Prediction: hsa-mir-484, levenshtein distance: 3, normalized lev: 0.2727272727272727
Tool: PubTator Central, Annotation: hsa-mir-30d, Prediction: hsa-mir-363, levenshtein distance: 2, normalized lev: 0.18181818181818182
Tool: PubTator Central, Annotation: hsa-mir-30d, Prediction: hsa-mir-30a, levenshtein distance: 1, normalized lev: 0.09090909090909091
Tool: PubTator Central, Annotation: has-let-7e, Prediction: hsa-let-7b, levenshtein distance: 3, normalized lev: 0.3
Tool: PubTator Central, Annotation: miR-124, Prediction: miR-124-3p, levenshtein distance: 3, normalized lev: 0.3
Tool: PubTator Central, Annotation: β-sitosterol, Prediction: beta-sitosterol, levenshtein distance: 4, normalized lev: 0.26666666666666666
Tool: PubTator Central, Annotation: (Z)-3-hexenyl-β-D-glucopyranoside, Prediction: (Z)-3-hexenyl-beta-D-glucopyranoside, levenshtein distance: 4, normalized lev: 0.1111111111111111
Tool: PubTator Central, Annotation: SAP30L-AS, Prediction: SAP30L-AS1, levenshtein distance: 1, normalized lev: 0.1
Tool: PubTator Central, Annotation: Theanine, Prediction: l-theanine, levenshtein distance: 3, normalized lev: 0.3
Tool: PubTator Central, Annotation: β-lactoglobulin, Prediction: beta-lactoglobulin, levenshtein distance: 4, normalized lev: 0.2222222222222222
Tool: PubTator Central, Annotation: β-methylamino-l-alanine, Prediction: beta-methylamino-l-alanine, levenshtein distance: 4, normalized lev: 0.15384615384615385
Tool: PubTator Central, Annotation: PGE22, Prediction: PGE2, levenshtein distance: 1, normalized lev: 0.25
Tool: PubTator Central, Annotation: tumor necrosis factor-α, Prediction: tumor necrosis factor-alpha, levenshtein distance: 5, normalized lev: 0.18518518518518517
Tool: PubTator Central, Annotation: nuclear factor-κB, Prediction: nuclear factor-kappaB, levenshtein distance: 5, normalized lev: 0.23809523809523808
Tool: PubTator Central, Annotation: γ-glutamylcysteine, Prediction: gamma-glutamylcysteine, levenshtein distance: 5, normalized lev: 0.22727272727272727
Tool: PubTator Central, Annotation: [3H]-α-bungarotoxin, Prediction: [3H]-alpha-bungarotoxin, levenshtein distance: 5, normalized lev: 0.21739130434782608
Tool: PubTator Central, Annotation: lutamate, Prediction: glutamate, levenshtein distance: 1, normalized lev: 0.1111111111111111
Tool: PubTator Central, Annotation: γ-cyclodextrin, Prediction: gamma-cyclodextrin, levenshtein distance: 5, normalized lev: 0.2777777777777778
Tool: PubTator Central, Annotation: 16-hydroxy-E2, Prediction: 16-hydroxy, levenshtein distance: 3, normalized lev: 0.3
Tool: PubTator Central, Annotation: nuclear factor-κB, Prediction: nuclear factor-kappaB, levenshtein distance: 5, normalized lev: 0.23809523809523808
Tool: PubTator Central, Annotation: Apelin recepto, Prediction: Apelin receptor, levenshtein distance: 1, normalized lev: 0.06666666666666667
Tool: PubTator Central, Annotation: Hydroxypropyl-β-cyclodextrin, Prediction: Hydroxypropyl-beta-cyclodextrin, levenshtein distance: 4, normalized lev: 0.12903225806451613
Tool: PubTator Central, Annotation: F143, Prediction: F143S, levenshtein distance: 1, normalized lev: 0.2
Tool: PubTator Central, Annotation: fucos, Prediction: fucose, levenshtein distance: 1, normalized lev: 0.16666666666666666
Tool: PubTator Central, Annotation: Galβ1-4GlcNAc, Prediction: Galbeta1-4GlcNAc, levenshtein distance: 4, normalized lev: 0.25
Tool: PubTator Central, Annotation: DAP, Prediction: DAPI, levenshtein distance: 1, normalized lev: 0.25
Tool: PubTator Central, Annotation: α-linolenic acid, Prediction: alpha-linolenic acid, levenshtein distance: 5, normalized lev: 0.25
Tool: PubTator Central, Annotation: linoleic acids, Prediction: linolenic acids, levenshtein distance: 1, normalized lev: 0.06666666666666667
Tool: PubTator Central, Annotation: pyrithiobac‑sodium, Prediction: pyrithiobac-sodium, levenshtein distance: 1, normalized lev: 0.05555555555555555
Tool: ChemListem, Annotation: S-adenosylmethionine, Prediction: S-adenosylmethionine-, levenshtein distance: 1, normalized lev: 0.047619047619047616
Tool: ChemListem, Annotation: Carbon, Prediction: carbon, levenshtein distance: 1, normalized lev: 0.16666666666666666
Tool: ChemListem, Annotation: Zinc, Prediction: zinc, levenshtein distance: 1, normalized lev: 0.25
Tool: ChemListem, Annotation: angiotensin III, Prediction: Angiotensin II, levenshtein distance: 2, normalized lev: 0.14285714285714285
Tool: ChemListem, Annotation: angiotensin III, Prediction: angiotensin II, levenshtein distance: 1, normalized lev: 0.07142857142857142
Tool: ChemListem, Annotation: angiotensin III, Prediction: angiotensin A, levenshtein distance: 3, normalized lev: 0.23076923076923078
Tool: ChemListem, Annotation: Argon, Prediction: argon, levenshtein distance: 1, normalized lev: 0.2
Tool: ChemListem, Annotation: Xenon, Prediction: xenon, levenshtein distance: 1, normalized lev: 0.2
Tool: ChemListem, Annotation: cinchonain Ib, Prediction: cinchonain, levenshtein distance: 3, normalized lev: 0.3
Tool: ChemListem, Annotation: SAP30L-AS, Prediction: SAP30L-AS1, levenshtein distance: 1, normalized lev: 0.1
Tool: ChemListem, Annotation: aluminosilicate zeolites, Prediction: aluminosilicate zeolite, levenshtein distance: 1, normalized lev: 0.043478260869565216
Tool: ChemListem, Annotation: Theanine, Prediction: l-theanine, levenshtein distance: 3, normalized lev: 0.3
Tool: ChemListem, Annotation: Theanine, Prediction: theanine, levenshtein distance: 1, normalized lev: 0.125
Tool: ChemListem, Annotation: NH2, Prediction: -NH2, levenshtein distance: 1, normalized lev: 0.25
Tool: ChemListem, Annotation: PGE22, Prediction: PGE2, levenshtein distance: 1, normalized lev: 0.25
Tool: ChemListem, Annotation: lutamate, Prediction: glutamate, levenshtein distance: 1, normalized lev: 0.1111111111111111
Tool: ChemListem, Annotation: nickel silicate, Prediction: silica/nickel silicate, levenshtein distance: 7, normalized lev: 0.3181818181818182
Tool: ChemListem, Annotation: Cu(OH)2 nanozymes, Prediction: Cu(OH)2 nanocages, levenshtein distance: 3, normalized lev: 0.17647058823529413
Tool: ChemListem, Annotation: 2,2'-azinobis-(3-ethylbenzothiazoline-6-sulfonic acid), Prediction: 2,2'-azinobis-(3-ethylbenzothiazoline-6-sulfonic acid, levenshtein distance: 1, normalized lev: 0.018867924528301886
Tool: ChemListem, Annotation: 4-hydroxy-2, 2, 6, 6-tetramethylpiperidin-1-oxyl, Prediction: nitroxide [(4-hydroxy-2, 2, 6, 6-tetramethylpiperidin-1-oxyl, levenshtein distance: 12, normalized lev: 0.2
Tool: ChemListem, Annotation: MBP-SulA(F143S), Prediction: MBP-SulA(F143N), levenshtein distance: 1, normalized lev: 0.06666666666666667
Tool: ChemListem, Annotation: MBP-SulA(F143S), Prediction: MBP-SulA(F143Y), levenshtein distance: 1, normalized lev: 0.06666666666666667
Tool: ChemListem, Annotation: fucos, Prediction: fucose, levenshtein distance: 1, normalized lev: 0.16666666666666666
Tool: ChemListem, Annotation: Triazophos, Prediction: triazophos, levenshtein distance: 1, normalized lev: 0.1
Tool: ChemListem, Annotation: acetochlor, Prediction: Acetochlor, levenshtein distance: 1, normalized lev: 0.1
Tool: ChemListem, Annotation: CYP6AY1, Prediction: CYP6ER1, levenshtein distance: 2, normalized lev: 0.2857142857142857
Tool: ChemListem, Annotation: zinc ferrite, Prediction: Zinc ferrite, levenshtein distance: 1, normalized lev: 0.08333333333333333
Tool: ChemListem, Annotation: H13CO3, Prediction: H13CO3-, levenshtein distance: 1, normalized lev: 0.14285714285714285
Tool: ChemListem, Annotation: Procalcitonin, Prediction: procalcitonin, levenshtein distance: 1, normalized lev: 0.07692307692307693
Tool: ChemListem, Annotation: linoleic acids, Prediction: α-linolenic acid, levenshtein distance: 4, normalized lev: 0.25
Tool: ChemListem, Annotation: linoleic acids, Prediction: linolenic acids, levenshtein distance: 1, normalized lev: 0.06666666666666667
Tool: lstm_char_embed_chemdner, Annotation: phosphinositide-3-kinase, Prediction: phosphinositide-3-kinase/Akt, levenshtein distance: 4, normalized lev: 0.14285714285714285
Tool: lstm_char_embed_chemdner, Annotation: α-synuclein, Prediction: α-synuclein,, levenshtein distance: 1, normalized lev: 0.08333333333333333
Tool: lstm_char_embed_chemdner, Annotation: α-synuclein, Prediction: α-Synuclein ., levenshtein distance: 3, normalized lev: 0.23076923076923078
Tool: lstm_char_embed_chemdner, Annotation: 7-deaza-2'-deoxyadenosine, Prediction: 7-deaza-2'deoxyguanosine, levenshtein distance: 4, normalized lev: 0.16666666666666666
Tool: lstm_char_embed_chemdner, Annotation: galactose, Prediction: galactose,, levenshtein distance: 1, normalized lev: 0.1
Tool: lstm_char_embed_chemdner, Annotation: Iron Phthalocyanine, Prediction: Iron Phthalocyanine-Albumin, levenshtein distance: 8, normalized lev: 0.2962962962962963
Tool: lstm_char_embed_chemdner, Annotation: Zinc, Prediction: zinc, levenshtein distance: 1, normalized lev: 0.25
Tool: lstm_char_embed_chemdner, Annotation: Argon, Prediction: argon, levenshtein distance: 1, normalized lev: 0.2
Tool: lstm_char_embed_chemdner, Annotation: Xenon, Prediction: xenon, levenshtein distance: 1, normalized lev: 0.2
Tool: lstm_char_embed_chemdner, Annotation: cholesterol, Prediction: cholesterol,, levenshtein distance: 1, normalized lev: 0.08333333333333333
Tool: lstm_char_embed_chemdner, Annotation: ADA, Prediction: ADA,, levenshtein distance: 1, normalized lev: 0.25
Tool: lstm_char_embed_chemdner, Annotation: creatinine, Prediction: creatinine,, levenshtein distance: 1, normalized lev: 0.09090909090909091
Tool: lstm_char_embed_chemdner, Annotation: bilirubin, Prediction: bilirubin,, levenshtein distance: 1, normalized lev: 0.1
Tool: lstm_char_embed_chemdner, Annotation: Interleukin-2, Prediction: interleukin,, levenshtein distance: 3, normalized lev: 0.25
Tool: lstm_char_embed_chemdner, Annotation: NONRATT000964.2, Prediction: NONRATT000964, levenshtein distance: 2, normalized lev: 0.15384615384615385
Tool: lstm_char_embed_chemdner, Annotation: propylene oxide, Prediction: ethylene oxide, levenshtein distance: 4, normalized lev: 0.2857142857142857
Tool: lstm_char_embed_chemdner, Annotation: adenosine, Prediction: adenosine,, levenshtein distance: 1, normalized lev: 0.1
Tool: lstm_char_embed_chemdner, Annotation: guanosine, Prediction: guanosine,, levenshtein distance: 1, normalized lev: 0.1
Tool: lstm_char_embed_chemdner, Annotation: cinchonain Ib, Prediction: cinchonain, levenshtein distance: 3, normalized lev: 0.3
Tool: lstm_char_embed_chemdner, Annotation: hyperelatone A, Prediction: hyperelatone, levenshtein distance: 2, normalized lev: 0.16666666666666666
Tool: lstm_char_embed_chemdner, Annotation: hyperelatone A, Prediction: hyperelatones A-H, levenshtein distance: 3, normalized lev: 0.17647058823529413
Tool: lstm_char_embed_chemdner, Annotation: Cathepsin B, Prediction: [Cathepsin B, levenshtein distance: 1, normalized lev: 0.08333333333333333
Tool: lstm_char_embed_chemdner, Annotation: Theanine, Prediction: l-Theanine, levenshtein distance: 2, normalized lev: 0.2
Tool: lstm_char_embed_chemdner, Annotation: Theanine, Prediction: l-theanine, levenshtein distance: 3, normalized lev: 0.3
Tool: lstm_char_embed_chemdner, Annotation: Theanine, Prediction: theanine, levenshtein distance: 1, normalized lev: 0.125
Tool: lstm_char_embed_chemdner, Annotation: N-Ethylacetamide, Prediction: N-Ethylacetamide,, levenshtein distance: 1, normalized lev: 0.058823529411764705
Tool: lstm_char_embed_chemdner, Annotation: 2-pentyl-furan, Prediction: 2-pentyl-furan,, levenshtein distance: 1, normalized lev: 0.06666666666666667
Tool: lstm_char_embed_chemdner, Annotation: gallic acid, Prediction: [gallic acid, levenshtein distance: 1, normalized lev: 0.08333333333333333
Tool: lstm_char_embed_chemdner, Annotation: PGE22, Prediction: PGE2, levenshtein distance: 1, normalized lev: 0.25
Tool: lstm_char_embed_chemdner, Annotation: nitrite, Prediction: nitrate, levenshtein distance: 1, normalized lev: 0.14285714285714285
Tool: lstm_char_embed_chemdner, Annotation: lutamate, Prediction: glutamate, levenshtein distance: 1, normalized lev: 0.1111111111111111
Tool: lstm_char_embed_chemdner, Annotation: G-quadruplex/hemin DNAzyme, Prediction: G-quadruplex/hemin DNAzyme ., levenshtein distance: 2, normalized lev: 0.07142857142857142
